smiles,frag_a_ix,frag_a,frag_b_ix,frag_b,frag_c_ix,frag_c,overlap,fluo_rate_ns,fluo_peak_1,fluo_peak_2,ext_peak_1,ext_peak_2,route_score
Fc1cc(-c2cccc(-c3cc(-c4cccc(-c5ccnc(F)c5)c4-n4c5ccccc5c5ccccc54)c4ccccc4c3)c2-n2c3ccccc3c3ccccc32)ccn1,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,0,Brc1cc(Br)c2ccccc2c1,0.08785761898896156,0.001268721535206378,0.5047022942648404,0.00010151914568201642,0.004121702376572675,0.0002983114318831859,21736065.777012307
Fc1cc(-c2cccc(-c3cc(Cl)c(-c4cccc(-c5ccnc(F)c5)c4-n4c5ccccc5c5ccccc54)s3)c2-n2c3ccccc3c3ccccc32)ccn1,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,1,Clc1cc(Br)sc1Br,0.06180432245236544,0.00820046519048113,0.14958541796378294,0.002534546139315287,0.41955269757819,0.0004902701634825628,21670313.876712076
Cc1nc2c(-c3cccc(-c4ccnc(F)c4)c3-n3c4ccccc4c4ccccc43)c3nsnc3c(-c3cccc(-c4ccnc(F)c4)c3-n3c4ccccc4c4ccccc43)c2nc1C,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,0.02872463816306452,0.0002528796493948397,0.0012740152326554206,0.7374583203348916,0.007287793052324743,0.036650578449708385,22351798.883435674
Fc1cc(-c2cccc(-c3ccccc3Oc3ccccc3-c3cccc(-c4ccnc(F)c4)c3-n3c4ccccc4c4ccccc43)c2-n2c3ccccc3c3ccccc32)ccn1,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,3,Brc1ccccc1Oc1ccccc1Br,0.08292812344834455,0.006325979469621935,0.737430816175991,0.00026903050553744125,0.03031707340988104,0.0003280825816860142,22025561.309070457
CC(C)(C)c1ccc2c(-c3cccc(-c4ccnc(F)c4)c3-n3c4ccccc4c4ccccc43)c3ccccc3c(-c3cccc(-c4ccnc(F)c4)c3-n3c4ccccc4c4ccccc43)c2c1,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,4,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,0.38791854418888494,0.06352850575576599,0.4193396693786694,0.0004678007639883148,0.8491901290027378,0.0006785441221549273,22476706.292826995
Fc1cc(-c2cccc(-c3cc(F)c(-c4cccc(-c5ccnc(F)c5)c4-n4c5ccccc5c5ccccc54)cc3F)c2-n2c3ccccc3c3ccccc32)ccn1,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,5,Fc1cc(Br)c(F)cc1Br,0.059110870385456,0.0063051388072905895,0.7879160515206385,0.00022816743523814903,0.06179915855173301,0.00035024954319205087,21636238.139266163
Fc1cc(-c2cccc(-c3ccc4oc(-c5cccc(-c6ccnc(F)c6)c5-n5c6ccccc6c6ccccc65)cc4c3)c2-n2c3ccccc3c3ccccc32)ccn1,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,6,Brc1ccc2oc(Br)cc2c1,0.1034547326634399,0.01539462382162254,0.6080825934028583,0.0004839347212509447,0.1656288988392475,0.0003867678022574178,56551735.866790526
Fc1cc(-c2cccc(-c3ccc(-c4cccc(-c5ccnc(F)c5)c4-n4c5ccccc5c5ccccc54)o3)c2-n2c3ccccc3c3ccccc32)ccn1,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,7,Brc1ccc(Br)o1,0.3629479176565546,0.05501227586283521,0.818422553311,0.0001983515857754914,0.2455331658326345,0.00040796124868695393,21318199.128388353
Fc1cc(-c2cccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5cccc(-c6ccnc(F)c6)c5-n5c6ccccc6c6ccccc65)ccc3-4)c2-n2c3ccccc3c3ccccc32)ccn1,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,8,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,0.2165811198245461,0.01754046245537427,0.4064252284012804,9.001647617439e-05,0.0045427962675489795,0.00031168839777710657,23038594.174907517
Fc1cc(-c2cccc(-c3cc(-c4cccc(-c5ccnc(F)c5)c4-n4c5ccccc5c5ccccc54)c(Cl)cc3Cl)c2-n2c3ccccc3c3ccccc32)ccn1,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,9,Clc1cc(Cl)c(Br)cc1Br,0.14982776742552545,0.007284477585033725,0.8338965363872628,0.00018758813260136411,0.15934290293930173,0.00039091209007003264,21872782.212658495
Fc1cc(-c2cccc(-c3cnc4nc(-c5cccc(-c6ccnc(F)c6)c5-n5c6ccccc6c6ccccc65)ccc4c3)c2-n2c3ccccc3c3ccccc32)ccn1,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,10,Brc1cnc2nc(Br)ccc2c1,0.2471723832045525,0.02415676416585409,0.4826699132622354,0.0004989895925740634,0.5743795260382928,0.0005402459804481021,21750700.44490312
Fc1cc(-c2cccc(-c3cccc4cccc(-c5cccc(-c6ccnc(F)c6)c5-n5c6ccccc6c6ccccc65)c34)c2-n2c3ccccc3c3ccccc32)ccn1,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,11,Brc1cccc2cccc(Br)c12,0.7065543736032078,5.652872870960301e-05,0.0830182823767802,0.20720378259459332,0.00023956933594399565,0.4054664652386681,21734161.722160198
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4ccnc(F)c4)c3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3cccc(-c4ccnc(F)c4)c3-n3c4ccccc4c4ccccc43)cc21,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,12,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,0.3084597064084695,0.1080232143544252,0.3134329669372586,8.012749152876841e-05,0.003703950595679819,0.0002959672098791388,23552610.814379606
