D5,B6,A9,0.518
D4,B6,A9,0.039
D5,B6,A3,0.506
D5,B6,A6,0.481
D5,B6,A1,0.651
D5,B6,A4,0.252
D5,B6,A2,0.321
D5,B8,A9,0.866
D5,B7,A9,1.087
D4,B6,A6,0.442
D5,B6,A8,0.535
D4,B6,A3,0.322
D4,B6,A1,0.647
D4,B6,A4,0.248
D4,B6,A2,0.312
D5,B7,A1,0.931
D4,B6,A8,0.521
D4,B8,A9,0.797
D4,B7,A9,1.112
D5,B8,A6,1.065
D5,B9,A9,0.863
D5,B7,A6,1.082
D4,B7,A1,0.925
D5,B8,A1,1.067
D5,B7,A4,0.77
D5,B3,A9,0.922
D4,B8,A1,1.06
D5,B7,A2,0.605
D4,B8,A6,1.063
D5,B9,A1,0.829
D4,B9,A9,0.86
D5,B1,A9,0.991
D4,B7,A4,0.69
D5,B7,A8,0.708
D5,B8,A3,1.077
D5,B7,A3,1.18
D4,B7,A6,1.108
D4,B7,A2,0.578
D5,B8,A2,0.656
D5,B6,A5,0.0
D4,B3,A1,0.859
D5,B8,A4,0.747
D5,B3,A1,1.01
D5,B1,A1,1.036
D5,B2,A9,0.965
D4,B8,A2,0.65
D4,B7,A8,0.718
D4,B1,A9,0.98
D4,B7,A3,1.186
D4,B8,A4,0.741
D4,B8,A3,1.066
D4,B6,A5,0.0
D5,B8,A8,0.854
D4,B1,A1,0.904
D4,B3,A9,0.936
D4,B9,A1,0.913
D5,B9,A6,0.974
D5,B9,A3,0.918
D4,B8,A8,0.846
D4,B2,A9,0.955
D5,B3,A4,0.763
D5,B1,A6,1.085
D5,B9,A4,0.684
D5,B3,A3,0.99
D4,B6,A7,0.053
D5,B6,A7,0.054
D4,B9,A6,0.958
D5,B4,A9,1.356
D5,B1,A4,0.785
D5,B3,A6,1.048
D4,B1,A6,1.047
D5,B7,A7,1.372
D4,B4,A9,1.343
D5,B4,A1,1.332
D5,B9,A2,0.642
D4,B3,A6,1.014
D4,B9,A4,0.628
D5,B7,A5,1.755
D6,B6,A1,1.08
D4,B3,A4,0.708
D5,B1,A3,1.052
D4,B7,A7,1.52
D4,B1,A3,1.028
D5,B2,A1,0.905
D5,B1,A8,0.828
D5,B2,A6,1.062
D4,B7,A5,1.776
D4,B4,A1,1.277
