type,option,desc_name,desc_val
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_number_of_atoms,17
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_charge,0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_multiplicity,1
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_dipole,1.939
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_molar_mass,163.6061
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_molar_volume,1108.651
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_electronic_spatial_extent,2121.9672
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_homo_energy,-0.23885
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_lumo_energy,-0.06168
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_electronegativity,0.150265
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_hardness,0.088585
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_electrophilicity,0.088585
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_E_scf,-861.526291926
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_zero_point_correction,0.126331
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_E_thermal_correction,0.134225
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_H_thermal_correction,0.135169
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_G_thermal_correction,0.093009
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_E_zpe,-861.399961
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_E,-861.392067
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_H,-861.391123
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_G,-861.433283
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES_root_dipole,3.7365
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES_root_molar_volume,1255.076
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES_root_electronic_spatial_extent,2119.0097
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES1_transition,290.49
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES1_osc_strength,0.0019
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES1_<S**2>,0.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES2_transition,285.3
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES2_osc_strength,0.048
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES2_<S**2>,0.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES3_transition,272.77
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES3_osc_strength,0.0207
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES3_<S**2>,0.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES4_transition,237.87
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES4_osc_strength,0.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES4_<S**2>,0.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES5_transition,212.54
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES5_osc_strength,0.7818
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES5_<S**2>,0.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES6_transition,210.44
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES6_osc_strength,0.1297
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES6_<S**2>,0.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES7_transition,202.98
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES7_osc_strength,0.0004
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES7_<S**2>,0.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES8_transition,201.54
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES8_osc_strength,0.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES8_<S**2>,0.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES9_transition,200.63
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES9_osc_strength,0.1758
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES9_<S**2>,0.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES10_transition,198.13
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES10_osc_strength,0.0019
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_ES10_<S**2>,0.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_atom,C1
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_Mulliken_charge,-0.069734
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_APT_charge,0.457937
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_NPA_charge,-0.04094
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_NPA_core,1.99856
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_NPA_valence,4.02057
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_NPA_Rydberg,0.02181
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_NPA_total,6.04094
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_NMR_shift,54.4759
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_NMR_anisotropy,105.1125
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_ES_root_Mulliken_charge,-0.070683
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_ES_root_NPA_charge,-0.0451
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_ES_root_NPA_core,1.99856
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_ES_root_NPA_valence,4.02482
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_ES_root_NPA_Rydberg,0.02172
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_ES_root_NPA_total,6.0451
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_atom,Cl2
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_Mulliken_charge,-0.018483
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_APT_charge,-0.37938
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_NPA_charge,-0.00119
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_NPA_core,9.99967
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_NPA_valence,6.98218
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_NPA_Rydberg,0.01933
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_NPA_total,17.00119
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_NMR_shift,721.5106
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_NMR_anisotropy,458.9791
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_ES_root_Mulliken_charge,-0.036766
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_ES_root_NPA_charge,-0.01319
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_ES_root_NPA_core,9.99967
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_ES_root_NPA_valence,6.99412
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_ES_root_NPA_Rydberg,0.0194
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_ES_root_NPA_total,17.01319
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_atom_number,6
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_atom,N
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_atom=N,1
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_atom=O,0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_Mulliken_charge,-0.493593
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_APT_charge,-0.370374
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_NPA_charge,-0.43749
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_NPA_core,1.99944
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_NPA_valence,5.41665
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_NPA_Rydberg,0.0214
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_NPA_total,7.43749
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_NMR_shift,-59.872
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_NMR_anisotropy,511.9477
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_ES_root_Mulliken_charge,-0.434035
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_ES_root_NPA_charge,-0.12825
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_ES_root_NPA_core,1.99891
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_ES_root_NPA_valence,5.11605
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_ES_root_NPA_Rydberg,0.01329
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_ES_root_NPA_total,7.12825
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_atom_number,8
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_atom,C
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_atom=C,1
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_atom=O,0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_Mulliken_charge,-0.153308
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_APT_charge,-0.116841
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_NPA_charge,-0.2744
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_NPA_core,1.99908
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_NPA_valence,4.26239
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_NPA_Rydberg,0.01293
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_NPA_total,6.2744
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_NMR_shift,74.6248
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_NMR_anisotropy,155.5808
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_ES_root_Mulliken_charge,-0.160681
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_ES_root_NPA_charge,-0.29349
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_ES_root_NPA_core,1.99905
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_ES_root_NPA_valence,4.28
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_ES_root_NPA_Rydberg,0.01443
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_ES_root_NPA_total,6.29349
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_atom_number,5
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_atom,C
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_atom=C,1
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_atom=S,0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_Mulliken_charge,0.237998
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_APT_charge,0.12071
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_NPA_charge,0.16609
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_NPA_core,1.999
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_NPA_valence,3.81416
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_NPA_Rydberg,0.02075
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_NPA_total,5.83391
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_NMR_shift,49.515
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_NMR_anisotropy,181.649
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_ES_root_Mulliken_charge,0.293881
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_ES_root_NPA_charge,0.14253
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_ES_root_NPA_core,1.99891
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_ES_root_NPA_valence,3.84057
